Platform,Severity,Group,Number,Log Message
ASA,4,747,019,"Clustering: New cluster member name rejected due to Cluster Control Link IP subnet mismatch (ip-address/ip-mask on new unit, ip-address/ip-mask on local unit)."
ASA,4,747,020,Clustering: New cluster member unit-name rejected due to encryption license mismatch.
ASA,4,747,025,Clustering: New cluster member unit-name rejected due to firewall mode mismatch.
ASA,4,747,026,"Clustering: New cluster member unit-name rejected due to cluster interface name mismatch (ifc-name on new unit, ifc-name on local unit)."
ASA,4,747,027,Clustering: Failed to enroll unit unit-name due to insufficient size of cluster pool pool-name in context-name.
ASA,4,747,028,"Clustering: New cluster member unit-name rejected due to interface mode mismatch (mode-name on new unit, mode-name on local unit)."
ASA,4,747,029,Clustering: Unit unit-name is quitting due to Cluster Control Link down.
ASA,4,748,002,Clustering configuration on the chassis is missing or incomplete; clustering is disabled
ASA,4,748,003,Module slot_number in chassis chassis_number is leaving the cluster due to a chassis health check failure
ASA,4,750,003,Local: local IP:local port Remote: remote IP:remote port Username: username Negotiation aborted due to ERROR: error
ASA,4,750,012,Selected IKEv2 encryption algorithm (IKEV2 encry algo) is not strong enough to secure proposed IPSEC encryption algorithm (IPSEC encry algo).
ASA,4,751,014,Local: localIP:port Remote remoteIP:port Username: username/group Warning Configuration Payload request for attribute attribute ID could not be processed. Error: error
ASA,4,751,015,Local: localIP:port Remote remoteIP:port Username: username/group SA request rejected by CAC. Reason: reason
ASA,4,751,016,Local: localIP:port Remote remoteIP:port Username: username/group L2L peer initiated a tunnel with the same outer and inner addresses. Peer could be Originate only - Possible misconfiguration!
ASA,4,751,019,Local:LocalAddr Remote:RemoteAddr Username:username Failed to obtain an licenseType license. Maximum license limit limit exceeded.
ASA,4,751,021,Local:variable 1:variable 2 Remote:variable 3:variable 4 Username:variable 5 variable 6 with variable 7 encryption is not supported with this version of the AnyConnect Client. Please upgrade to the latest Anyconnect Client.
ASA,4,751,027,"Local:local IP:local port Remote:peer IP:peer port Username:username IKEv2 Received INVALID_SELECTORS Notification from peer. Peer received a packet (SPI=spi). The decapsulated inner packet didn't match the negotiated policy in the SA. Packet destination pkt_daddr, port pkt_dest_port, source pkt_saddr, port pkt_src_port, protocol pkt_prot."
ASA,4,752,009,IKEv2 Doesn't support Multiple Peers
ASA,4,752,010,IKEv2 Doesn't have a proposal specified
ASA,4,752,011,IKEv1 Doesn't have a transform set specified
ASA,4,752,012,IKEv protocol was unsuccessful at setting up a tunnel. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,4,752,013,Tunnel Manager dispatching a KEY_ACQUIRE message to IKEv2 after a failed attempt. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,4,752,014,Tunnel Manager dispatching a KEY_ACQUIRE message to IKEv1 after a failed attempt. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,4,752,017,"IKEv2 Backup L2L tunnel initiation denied on interface interface matching crypto map name, sequence number number. Unsupported configuration."
ASA,4,776,304,"CTS Policy: Unresolved security-group name ""sgname"" referenced, policies based on this name will be inactive"
ASA,4,776,305,"CTS Policy: Security-group table cleared, all polices referencing security-group names will be deactivated"
ASA,4,776,201,"CTS PAC: CTS PAC for Server IP_address, A-ID PAC issuer name will expire in number days"
ASA,4,776,312,"CTS Policy: Previously resolved security-group name ""sgname"" is now unresolved, policies based on this name will be deactivated "
ASA,4,768,003,"SSH: connection timed out: username username, IP ip"
ASA,4,770,001,"Resource resource allocation is more than the permitted list of limit for this platform. If this condition persists, the ASA will be rebooted."
ASA,4,770,003,"Resource resource allocation is less than the minimum requirement of value for this platform. If this condition persists, performance will be lower than normal."
ASA,4,775,002,Reason - protocol connection conn_id from interface_name:real_address/real_port [(idfw_user)] to interface_name:real_address/real_port is action locally
ASA,4,775,004,Scansafe: Primary server ip_address is not reachable
ASA,4,802,006,IP ip_address MDM request details has been rejected: details.
ASA,5,109,012,"Authen Session End: user 'user', sid number, elapsed number seconds"
ASA,5,109,029,Parsing downloaded ACL: string
ASA,5,109,039,AAA Authentication:Dropping an unsupported IPv6/IP46/IP64 packet from lifc:laddr to fifc:faddr
ASA,5,111,001,Begin configuration: IP_address writing to device
ASA,5,111,002,Begin configuration: IP_address reading from device
ASA,5,111,003,IP_address Erase configuration
ASA,5,111,004,IP_address end configuration: {FAILED|OK}
ASA,5,111,005,IP_address end configuration: OK
ASA,5,111,007,Begin configuration: IP_address reading from device.
ASA,5,111,008,User user executed the command string
ASA,5,111,010,"User username, running application-name from IP ip addr, executed cmd"
ASA,5,113,024,"Group tg: Authenticating type connection from ip with username, user_name, from client certificate"
ASA,5,113,025,Group tg: FAILED to extract username from certificate while authenticating type connection from ip
ASA,5,120,001,Smart Call-Home Module is started.
ASA,5,120,002,Smart Call-Home Module is terminated.
ASA,5,120,008,SCH client client is activated.
ASA,5,120,009,SCH client client is deactivated.
ASA,5,120,012,User username chose to choice call-home anonymous reporting at the prompt.
ASA,5,199,001,Reload command executed from Telnet (remote IP_address).
ASA,5,199,017,syslog
ASA,5,212,009,"Configuration request for SNMP group groupname failed. User username, reason."
ASA,5,303,004,"FTP cmd_string command unsupported - failed strict inspection, terminating connection from source_interface:source_address/source_port to dest_interface:dest_address/dest_interface"
ASA,5,303,005,"Strict FTP inspection matched match_string in policy-map policy-name, action_string from src_ifc:sip/sport to dest_ifc:dip/dport"
ASA,5,304,001,user source_address [(idfw_user)] Accessed {JAVA URL|URL} dest_address: url.
ASA,5,304,002,Access denied URL chars SRC IP_address [(idfw_user)] DEST IP_address: chars
ASA,5,305,013,Asymmetric NAT rules matched for forward and reverse flows; Connection protocol src interface_name:source_address/source_port [(idfw_user)] dst interface_name:dest_address/dst_port [(idfw_user)] denied due to NAT reverse path failure.
ASA,5,321,001,Resource var1 limit of var2 reached.
ASA,5,321,002,Resource var1 rate limit of var2 reached.
ASA,5,332,003,Web Cache IP_address/service_ID acquired
ASA,5,333,002,Timeout waiting for EAP response - context:EAP-context
ASA,5,333,010,EAP-SQ response Validation Flags TLV indicates PV request - context:EAP-context
ASA,5,334,002,EAPoUDP association successfully established - host-address
ASA,5,334,003,EAPoUDP association failed to establish - host-address
ASA,5,334,005,Host put into NAC Hold state - host-address
ASA,5,334,006,EAPoUDP failed to get a response from host - host-address
ASA,5,335,002,"Host is on the NAC Exception List - host-address, OS:oper-sys"
ASA,5,335,003,"NAC Default ACL applied, ACL:ACL-name - host-address"
ASA,5,335,008,NAC IPSec terminate from dynamic ACL:ACL-name - host-address
ASA,5,336,010,EIGRP-ddb_name tableid as_id: Neighbor address (%interface) is event_msg: msg
ASA,5,338,302,"Address ipaddr discovered for domain name from list, Adding rule "
ASA,5,338,303,"Address ipaddr (name) timed out, Removing rule"
ASA,5,338,308,Dynamic filter updater server dynamically changed from old_server_host: old_server_port to new_server_host: new_server_port
ASA,5,402,128,"CRYPTO: An attempt to allocate a large memory block failed, size: size, limit: limit"
ASA,5,415,004,"HTTP - matched matched_string in policy-map map_name, content-type verification failed connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,005,"HTTP - matched matched_string in policy-map map_name, URI length exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,006,"HTTP - matched matched_string in policy-map map_name, URI matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,007,"HTTP - matched matched_string in policy-map map_name, Body matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,008,"HTTP - matched matched_string in policy-map map_name, header matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,009,"HTTP - matched matched_string in policy-map map_name, method matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,010,"matched matched_string in policy-map map_name, transfer encoding matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,011,HTTP - policy-map map_name:Protocol violation connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num
ASA,5,415,012,"HTTP - matched matched_string in policy-map map_name, Unknown mime-type connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,013,HTTP - policy-map map-name:Malformed chunked encoding connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num
ASA,5,415,014,"HTTP - matched matched_string in policy-map map_name, Mime-type in response wasn't found in the accept-types of the request connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,015,"HTTP - matched matched_string in policy-map map_name, transfer-encoding unknown connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,018,"HTTP - matched matched_string in policy-map map_name, Header length exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,019,"HTTP - matched matched_string in policy-map map_name, status line matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,415,020,"HTTP - matched matched_string in policy-map map_name, a non-ASCII character was matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
ASA,5,425,005,Interface interface_name become active in redundant interface redundant_interface_name
ASA,5,434,004,SFR requested ASA to bypass further packet redirection and process flow from %s:%A/%d to %s:%A/%d locally
ASA,5,444,100,Shared request request failed. Reason: reason
ASA,5,444,101,Shared license service is active. License server address: address
ASA,5,500,001,ActiveX content in java script is modified: src src ip dest dest ip on interface interface name
ASA,5,500,002,Java content in java script is modified: src src ip dest dest ip on interface interface name
ASA,5,500,003,"Bad TCP hdr length (hdrlen=bytes, pktlen=bytes) from source_address/source_port to dest_address/dest_port, flags: tcp_flags, on interface interface_name"
ASA,5,501,101,User transitioning priv level
ASA,5,502,101,New user added to local dbase: Uname: user Priv: privilege_level Encpass: string
ASA,5,502,102,User deleted from local dbase: Uname: user Priv: privilege_level Encpass: string
ASA,5,502,103,User priv level changed: Uname: user From: privilege_level To: privilege_level
ASA,5,502,111,New group policy added: name: policy_name Type: policy_type
ASA,5,502,112,Group policy deleted: name: policy_name Type: policy_type
ASA,5,503,001,"Process number, Nbr IP_address on interface_name from string to string, reason"
ASA,5,504,001,Security context context_name was added to the system
ASA,5,504,002,Security context context_name was removed from the system
ASA,5,505,001,Module module_id is shutting down. Please wait...
ASA,5,505,002,Module ips is reloading. Please wait...
ASA,5,505,003,Module module_id is resetting. Please wait...
ASA,5,505,004,Module module_id shutdown is complete.
ASA,5,505,005,Module module_name is initializing control communication. Please wait...
ASA,5,505,006,Module module_id is Up.
ASA,5,505,007,Module module_id is recovering. Please wait...
ASA,5,505,008,Module module_id software is being updated to vnewver (currently vver)
ASA,5,505,009,Module module_id software was updated to vnewver (previously vver)
ASA,5,505,010,Module in slot slot removed.
ASA,5,505,012,"Module module_id, application stopped application, version version"
ASA,5,505,013,Module module_id application changed from: application version version to: newapplication version newversion.
ASA,5,506,001,event_source_string event_string
ASA,5,507,001,Terminating TCP-Proxy connection from interface_inside:source_address/source_port to interface_outside:dest_address/dest_port - reassembly limit of limit bytes exceeded
ASA,5,508,001,"DCERPC message_type non-standard version_type version version_number from src_if:src_ip/src_port to dest_if:dest_ip/dest_port, terminating connection."
ASA,5,508,002,"DCERPC response has low endpoint port port_number from src_if:src_ip/src_port to dest_if:dest_ip/dest_port, terminating connection."
ASA,5,509,001,"Connection attempt from src_intf:src_ip/src_port [([idfw_user | FQDN_string], sg_info)] to dst_intf:dst_ip/dst_port [([idfw_user | FQDN_string], sg_info)] was prevented by ""no forward"" command."
ASA,5,503,101,"Process %d, Nbr %i on %s from %s to %s, %s"
ASA,5,611,103,User logged out: Uname: user
ASA,5,611,104,Serial console idle timeout exceeded
ASA,5,612,001,"Auto Update succeeded:filename, version:number"
ASA,5,711,005,Traceback: call_stack
ASA,5,713,006,"Failed to obtain state for message Id message_number, Peer Address: IP_address"
ASA,5,713,010,IKE area: failed to find centry for message Id message_number
ASA,5,713,041,"IKE Initiator: new or rekey Phase 1 or 2, Intf interface_number, IKE Peer IP_address local Proxy Address IP_address, remote Proxy Address IP_address, Crypto map (crypto map tag)"
ASA,5,713,049,"Security negotiation complete for tunnel_type type (group_name) Initiator/Responder, Inbound SPI = SPI, Outbound SPI = SPI"
ASA,5,713,050,"Connection terminated for peer IP_address. Reason: termination reason Remote Proxy IP_address, Local Proxy IP_address"
ASA,5,713,068,Received non-routine Notify message: notify_type (notify_value)
ASA,5,713,073,Responder forcing change of Phase 1/Phase 2 rekeying duration from larger_value to smaller_value seconds
ASA,5,713,074,Responder forcing change of IPSec rekeying duration from larger_value to smaller_value Kbs
ASA,5,713,075,Overriding Initiator's IPSec rekeying duration from larger_value to smaller_value seconds
ASA,5,713,076,Overriding Initiator's IPSec rekeying duration from larger_value to smaller_value Kbs
ASA,5,713,092,Failure during phase 1 rekeying attempt due to collision
ASA,5,713,115,"Client rejected NAT enabled IPSec request, falling back to standard IPSec"
ASA,5,713,119,Group group IP ip PHASE 1 COMPLETED
ASA,5,713,120,PHASE 2 COMPLETED (msgid=msg_id)
ASA,5,713,130,Received unsupported transaction mode attribute: attribute id
ASA,5,713,131,Received unknown transaction mode attribute: attribute_id
ASA,5,713,135,"message received, redirecting tunnel to IP_address."
ASA,5,713,136,"IKE session establishment timed out [IKE_state_name], aborting!"
ASA,5,713,137,Reaper overriding refCnt [ref_count] and tunnelCnt [tunnel_count] -- deleting SA!
ASA,5,713,139,"group_name not found, using BASE GROUP default preshared key"
ASA,5,713,144,Ignoring received malformed firewall record; reason - error_reason TLV type attribute_value correction
ASA,5,713,148,"Terminating tunnel to Hardware Client in network extension mode, unable to delete static route for address: IP_address, mask: netmask"
ASA,5,713,155,DNS lookup for Primary VPN Server [server_name] successfully resolved after a previous failure. Resetting any Backup Server init.
ASA,5,713,156,Initializing Backup Server [server_name or IP_address]
ASA,5,713,158,"Client rejected NAT enabled IPSec Over UDP request, falling back to IPSec Over TCP"
ASA,5,713,178,IKE Initiator received a packet from its peer without a Responder cookie
ASA,5,713,179,IKE AM Initiator received a packet from its peer without a payload_type payload
ASA,5,713,196,Remote L2L Peer IP_address initiated a tunnel with same outer and inner addresses. Peer could be Originate Only - Possible misconfiguration!
ASA,5,713,197,The configured Confidence Interval of number seconds is invalid for this tunnel_type connection. Enforcing the second default.
ASA,5,713,199,Reaper corrected an SA that has not decremented the concurrent IKE negotiations counter (counter_value)!
ASA,5,713,201,Duplicate Phase Phase packet detected. Action
ASA,5,713,216,Rule: action [Client type]: version Client: type version allowed/ not allowed
ASA,5,713,229,Auto Update - Notification to client client_ip of update string: message_string.
ASA,5,713,237,ACL update (access_list) received during re-key re-authentication will not be applied to the tunnel.
ASA,5,713,248,META-DATA Rekey initiation is being disabled during CRACK authentication.
ASA,5,713,250,META-DATA Received unknown Internal Address attribute: attribute
ASA,5,713,252,"Group = group, Username = user, IP = ip, Integrity Firewall Server is not available. VPN Tunnel creation rejected for client."
ASA,5,713,253,"Group = group, Username = user, IP = ip, Integrity Firewall Server is not available. Entering ALLOW mode. VPN Tunnel created for client."
ASA,5,713,259,"Group = groupname, Username = username, IP = peerIP, Session is being torn down. Reason: reason"
ASA,5,713,904,Descriptive_event_string.
ASA,5,716,053,SSO Server added: name: name Type: type
ASA,5,716,054,SSO Server deleted: name: name Type: type
ASA,5,717,013,Removing a cached CRL to accommodate an incoming CRL. Issuer: issuer
ASA,5,717,014,"Unable to cache a CRL received from CDP due to size limitations (CRL size = size, available cache space = space)"
ASA,5,717,050,"SCEP Proxy: Processed request type type from IP client ip address, User username, TunnelGroup tunnel_group name, GroupPolicy group-policy name to CA IP ca ip address"
ASA,5,717,053,Group group name User user name IP IP Address Periodic certificate authentication succeeded. Subject Name id subject name Issuer Name id issuer name Serial Number id serial number
ASA,5,718,002,"Create peer IP_address failure, already at maximum of number_of_peers"
ASA,5,718,005,"Fail to send to IP_address, port port"
ASA,5,718,006,Invalid load balancing state transition [cur=state_number][event=event_number]
ASA,5,718,007,Socket open failure failure_code
ASA,5,718,008,Socket bind failure failure_code
ASA,5,718,009,Send HELLO response failure to IP_address
ASA,5,718,010,Sent HELLO response to IP_address
ASA,5,718,011,Send HELLO request failure to IP_address
ASA,5,718,012,Sent HELLO request to IP_address
ASA,5,718,014,Master peer IP_address is not answering HELLO
ASA,5,718,015,Received HELLO request from IP_address
ASA,5,718,016,Received HELLO response from IP_address
ASA,5,718,024,Send CFG UPDATE failure to IP_address
ASA,5,718,028,Send OOS indicator failure to IP_address
ASA,5,718,031,Received OOS obituary for IP_address
ASA,5,718,032,Received OOS indicator from IP_address
ASA,5,718,033,Send TOPOLOGY indicator failure to IP_address
ASA,5,718,042,Unable to ARP for IP_address
ASA,5,718,043,Updating/removing duplicate peer entry IP_address
ASA,5,718,044,Deleted peer IP_address
ASA,5,718,045,Created peer IP_address
ASA,5,718,048,Create of secure tunnel failure for peer IP_address
ASA,5,718,050,Delete of secure tunnel failure for peer IP_address
ASA,5,718,052,Received GRAT-ARP from duplicate master MAC_address
ASA,5,718,053,"Detected duplicate master, mastership stolen MAC_address"
ASA,5,718,054,Detected duplicate master MAC_address and going to SLAVE
ASA,5,718,055,Detected duplicate master MAC_address and staying MASTER
ASA,5,718,057,"Queue send failure from ISR, msg type failure_code"
ASA,5,718,060,Inbound socket select fail: context=context_ID.
ASA,5,718,061,Inbound socket read fail: context=context_ID.
ASA,5,718,062,Inbound thread is awake (context=context_ID).
ASA,5,718,063,Interface interface_name is down.
ASA,5,718,064,Admin. interface interface_name is down.
ASA,5,718,065,"Cannot continue to run (public=up/down, private=up/down, enable=LB_state, master=IP_address, session=Enable/Disable)."
ASA,5,718,066,"Cannot add secondary address to interface interface_name, ip IP_address."
ASA,5,718,067,"Cannot delete secondary address to interface interface_name, ip IP_address."
ASA,5,718,068,Start VPN Load Balancing in context context_ID.
ASA,5,718,069,Stop VPN Load Balancing in context context_ID.
ASA,5,718,070,Reset VPN Load Balancing in context context_ID.
ASA,5,718,071,Terminate VPN Load Balancing in context context_ID.
ASA,5,718,072,Becoming master of Load Balancing in context context_ID.
ASA,5,718,073,Becoming slave of Load Balancing in context context_ID.
ASA,5,718,074,Fail to create access list for peer context_ID.
ASA,5,718,075,Peer IP_address access list not set.
ASA,5,718,076,Fail to create tunnel group for peer IP_address.
ASA,5,718,077,Fail to delete tunnel group for peer IP_address.
ASA,5,718,078,Fail to create crypto map for peer IP_address.
ASA,5,718,079,Fail to delete crypto map for peer IP_address.
ASA,5,718,080,Fail to create crypto policy for peer IP_address.
ASA,5,718,081,Fail to delete crypto policy for peer IP_address.
ASA,5,718,082,Fail to create crypto ipsec for peer IP_address.
ASA,5,718,083,Fail to delete crypto ipsec for peer IP_address.
ASA,5,718,084,"Public/cluster IP not on the same subnet: public IP_address, mask netmask, cluster IP_address"
ASA,5,718,085,Interface interface_name has no IP address defined.
ASA,5,718,086,"Fail to install LB NP rules: type rule_type, dst interface_name, port port."
ASA,5,718,087,"Fail to delete LB NP rules: type rule_type, rule rule_ID."
ASA,5,719,014,Email Proxy is changing listen port from old_port to new_port for mail protocol protocol.
ASA,5,720,016,(VPN-unit) Failed to initialize default timer #index.
ASA,5,720,017,(VPN-unit) Failed to update LB runtime data
ASA,5,720,018,(VPN-unit) Failed to get a buffer from the underlying core high availability subsystem. Error code code.
ASA,5,720,019,(VPN-unit) Failed to update cTCP statistics.
ASA,5,720,020,(VPN-unit) Failed to send type timer message.
ASA,5,720,021,(VPN-unit) HA non-block send failed for peer msg message_number. HA error code.
ASA,5,720,035,(VPN-unit) Fail to look up CTCP flow handle
ASA,5,720,036,(VPN-unit) Failed to process state update message from the active peer.
ASA,5,720,071,(VPN-unit) Failed to update cTCP dynamic data.
ASA,5,720,072,"Timeout waiting for Integrity Firewall Server [interface,ip] to become available."
ASA,5,722,037,Group group User user-name IP IP_address SVC closing connection: reason.
ASA,5,722,038,Group group-name User user-name IP IP_address SVC terminating session: reason.
ASA,5,722,005,Group group User user-name IP IP_address Unable to update session information for SVC connection.
ASA,5,722,006,Group group User user-name IP IP_address Invalid address IP_address assigned to SVC connection.
ASA,5,722,010,Group group User user-name IP IP_address SVC Message: type-num/NOTICE: message
ASA,5,722,011,Group group User user-name IP IP_address SVC Message: type-num/NOTICE: message
ASA,5,722,012,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
ASA,5,722,028,Group group User user-name IP IP_address Stale SVC connection closed.
ASA,5,722,032,Group group User user-name IP IP_address New SVC connection replacing old connection.
ASA,5,722,033,Group group User user-name IP IP_address First SVC connection established for SVC session.
ASA,5,722,034,"Group group User user-name IP IP_address New SVC connection, no existing connection."
ASA,5,722,037,Group group User user-name IP IP_address SVC closing connection: reason.
ASA,5,722,038,Group group-name User user-name IP IP_address SVC terminating session: reason.
ASA,5,722,043,Group group User user IP ip DTLS disabled: unable to negotiate cipher.
ASA,5,722,044,Group group User user IP ip Unable to request ver address for SSL tunnel.
ASA,5,730,009,"Group groupname, User username, IP ipaddr, CAS casaddr, capacity exceeded, terminating connection."
ASA,5,734,002,"DAP: User user, Addr ipaddr: Connection terminated by the following DAP records: DAP record names"
ASA,5,737,003,"IPAA: DHCP configured, no viable servers found for tunnel-group 'tunnel-group'"
ASA,5,737,004,"IPAA: DHCP configured, request failed for tunnel-group 'tunnel-group'"
ASA,5,737,007,IPAA: Local pool request failed for tunnel-group 'tunnel-group'
ASA,5,737,008,IPAA: 'tunnel-group' not found
ASA,5,737,011,"IPAA: AAA assigned address ip-address, not permitted, retrying"
ASA,5,737,018,IPAA: DHCP request attempt num failed
ASA,5,737,021,IPAA: Address from local pool (ip-address) duplicates address from DHCP
ASA,5,737,022,IPAA: Address from local pool (ip-address) duplicates address from AAA
ASA,5,737,023,IPAA: Unable to allocate memory to store local pool address ip-address
ASA,5,737,024,"IPAA: Local pool assignment failed for suggested IP ip-address, retrying"
ASA,5,737,025,"IPAA: Not releasing local pool ip-address, due to local pool duplicate issue "
ASA,5,737,034,"IPAA: Session=<session>, <IP version> address: <explanation>"
ASA,5,746,007,user-identity: NetBIOS response failed from User user_name at user_ip 
ASA,5,746,012,user-identity: Add IP-User mapping IP Address - domain_name\user_name result - reason
ASA,5,746,013,user-identity: Delete IP-User mapping IP Address - domain_name\user_name result - reason
ASA,5,746,014,user-identity: [FQDN] fqdn address IP Address obsolete
ASA,5,746,015,user-identity: [FQDN] fqdn resolved IP address
ASA,5,747,002,"Clustering: Recovered from state machine dropped event (event-id, ptr-in-hex, ptr-in-hex). Intended state: state-name. Current state: state-name."
ASA,5,747,003,"Clustering: Recovered from state machine failure to process event (event-id, ptr-in-hex, ptr-in-hex) at state state-name."
ASA,5,747,007,"Clustering: Recovered from finding stray config sync thread, stack ptr-in-hex, ptr-in-hex, ptr-in-hex, ptr-in-hex, ptr-in-hex, ptr-in-hex."
ASA,5,750,001,"Local:local IP:local port Remote:remote IP: remote port Username: username Received request to request an IPsec tunnel; local traffic selector = local selectors: range, protocol, port range; remote traffic selector = remote selectors: range, protocol, port range "
ASA,5,750,002,Local:local IP:local port Remote: remote IP: remote port Username: username Received a IKE_INIT_SA request
ASA,5,750,004,Local: local IP: local port Remote: remote IP: remote port Username: username Sending COOKIE challenge to throttle possible DoS
ASA,5,750,005,"Local: local IP: local port Remote: remote IP: remote port Username: username IPsec rekey collision detected. I am lowest nonce initiator, deleting SA with inbound SPI SPI"
ASA,5,750,006,Local: local IP: local port Remote: remote IP: remote port Username: username SA UP. Reason: reason
ASA,5,750,007,Local: local IP: local port Remote: remote IP: remote port Username: username SA DOWN. Reason: reason
ASA,5,750,008,Local: local IP: local port Remote: remote IP: remote port Username: username SA rejected due to system resource low
ASA,5,750,009,Local: local IP: local port Remote: remote IP: remote port Username: username SA request rejected due to CAC limit reached: Rejection reason: reason
ASA,5,750,010,Local: local-ip Remote: remote-ip Username:username IKEv2 local throttle-request queue depth threshold of threshold reached; increase the window size on peer peer for better performance
ASA,5,751,007,Local: localIP:port Remote:remoteIP:port Username: username/group Configured attribute not supported for IKEv2. Attribute: attribute
ASA,5,751,025,Local: local IP:local port Remote: remote IP:remote port Username:username Group:group-policy IPv4 Address=assigned_IPv4_addr IPv6 address=assigned_IPv6_addr assigned to session.
ASA,5,752,003,Tunnel Manager dispatching a KEY_ACQUIRE message to IKEv2. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,5,752,004,Tunnel Manager dispatching a KEY_ACQUIRE message to IKEv1. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,5,752,016,IKEv protocol was successful at setting up a tunnel. Map Tag = mapTag. Map Sequence Number = mapSeq.
ASA,5,776,009,CTS SXP: password changed.
ASA,5,776,010,CTS SXP: SXP default source IP is changed original source IP final source IP.
ASA,5,776,011,CTS SXP: operational state.
ASA,5,776,252,CTS SGT-MAP: CTS SGT-MAP: Binding binding IP - SGname(SGT) from source name deleted from binding manager.
ASA,5,776,309,CTS Policy: Previously known security-group tag sgt is now unknown
ASA,5,776,310,"CTS Policy: Security-group name ""sgname"" remapped from security-group tag old_sgt to new_sgt"
ASA,5,769,001,UPDATE: ASA image src was added to system boot list
ASA,5,769,002,UPDATE: ASA image src was copied to dest
ASA,5,769,003,UPDATE: ASA image src was renamed to dest
ASA,5,769,004,"UPDATE: ASA image src_file failed verification, reason: failure_reason"
ASA,5,769,005,UPDATE: ASA image image_name passed image verification
ASA,5,771,001,"CLOCK: System clock set, source: src, before: time, after: time"
ASA,5,771,002,"CLOCK: System clock set, source: src, IP ip, before: time, after: time"
ASA,5,771,002,"CLOCK: System clock set, source: src, IP ip, before: time, after: time"
ASA,6,106,012,"Deny IP from IP_address to IP_address, IP options hex."
ASA,6,106,015,Deny TCP (no connection) from IP_address/port to IP_address/port flags tcp_flags on interface interface_name.
ASA,6,106,025,Failed to determine the security context for the packet:sourceVlan:source_address dest_address source_port dest_port protocol
ASA,6,106,026,Failed to determine the security context for the packet:sourceVlan:source_address dest_address source_port dest_port protocol
ASA,6,106,100,"access-list acl_ID {permitted | denied | est-allowed} protocol interface_name/source_address(source_port)(idfw_user, sg_info) interface_name/dest_address(dest_port) (idfw_user, sg_info) hit-cnt number ({first hit | number-second interval})"
ASA,6,106,102,access-list acl_ID {permitted | denied} protocol for user username interface_name/source_address source_port interface_name/dest_address dest_port hit-cnt number {first hit | number-second interval} hash codes
ASA,6,108,005,action_class: Received ESMTP req_resp from src_ifc:sip|sport to dest_ifc:dip|dport;further_info
ASA,6,108,007,TLS started on ESMTP session between client client-side interface-name: clientIP address/client port and server server-side interface-name: server IP address/server port
ASA,6,109,001,Auth start for user user from inside_address/inside_port to outside_address/outside_port
ASA,6,109,002,Auth from inside_address/inside_port to outside_address/outside_port failed (server IP_address failed) on interface interface_name.
ASA,6,109,003,"Auth from inside_address to outside_address/outside_port failed (all servers failed) on interface interface_name, so marking all servers ACTIVE again."
ASA,6,109,005,Authentication succeeded for user user from inside_address/inside_port to outside_address/outside_port on interface interface_name.
ASA,6,109,006,Authentication failed for user user from inside_address/inside_port to outside_address/outside_port on interface interface_name.
ASA,6,109,007,Authorization permitted for user user from inside_address/inside_port to outside_address/outside_port on interface interface_name.
ASA,6,109,008,Authorization denied for user user from outside_address/outside_port to inside_address/ inside_port on interface interface_name.
ASA,6,109,024,Authorization denied from source_address/source_port to dest_address/dest_port (not authenticated) on interface interface_name using protocol
ASA,6,109,025,Authorization denied (acl=acl_ID) for user 'user' from source_address/source_port to dest_address/dest_port on interface interface_name using protocol
ASA,6,109,036,Exceeded 1000 attribute values for the attribute name attribute for user username.
ASA,6,110,002,Failed to locate egress interface for protocol from src interface:src IP/src port to dest IP/dest port
ASA,6,110,003,Routing failed to locate next-hop for protocol from src interface:src IP/src port to dest interface:dest IP/dest port 
